Country,PDI,Par_Smo,Par_Smo_B,Fam_Dis,Fri_Smo,Exp_Home,Exp_Nhome,Pro_Logo,Pro_Media,Pro_Event_Scale,Pro_Free,School,Age,Sex,Anti_Media,Anti_Events
Latvia,1,2,1,1,1,1,1,0,NA,NA,0,1,3,1,NA,1
Latvia,1,1,0,0,1,0,0,0,NA,NA,0,1,4,2,NA,1
Latvia,1,3,1,1,1,1,0,0,NA,NA,0,1,5,2,NA,1
Latvia,1,2,1,1,1,1,0,0,NA,NA,0,1,3,2,NA,1
Latvia,1,3,1,1,1,1,1,0,NA,NA,0,1,4,1,NA,1
Lebanon,2,3,1,1,0,1,1,0,1,NA,0,1,3,2,1,1
Lebanon,2,1,0,1,1,0,1,0,1,NA,0,1,2,1,1,0
Lebanon,2,3,1,1,1,1,1,0,1,NA,0,1,2,2,0,0
Lebanon,2,5,NA,1,0,0,0,0,1,NA,0,1,4,2,1,1
Lebanon,2,1,0,1,1,1,1,0,1,NA,0,1,4,2,1,1
Lebanon,2,1,0,1,1,0,0,0,1,NA,0,1,4,1,0,1
Lebanon,2,3,1,1,0,1,1,0,1,NA,0,1,3,1,1,0
Lebanon,2,1,0,1,1,0,0,0,1,NA,0,,,1,1,1
Lebanon,2,3,1,1,1,1,0,0,0,NA,0,1,2,2,0,0
Lebanon,2,3,1,1,1,1,1,1,1,NA,0,0,4,2,1,0
Lebanon,2,1,0,1,0,1,1,0,1,NA,0,0,3,2,1,1
Lebanon,2,1,0,1,1,1,1,0,1,NA,0,0,3,2,1,1
Lebanon,2,4,1,1,0,1,1,0,1,NA,0,1,4,2,1,0
Lebanon,2,1,0,1,1,0,0,1,1,NA,0,0,2,2,0,1
Lebanon,2,1,0,1,1,1,1,1,1,NA,0,1,4,1,1,1
Lebanon,2,1,0,1,0,1,1,0,1,NA,0,0,2,1,1,0
Lebanon,2,4,1,0,0,0,0,0,0,NA,0,0,2,1,1,0
Lebanon,2,3,1,1,0,0,1,0,0,NA,0,0,3,2,0,0
Lebanon,2,4,1,1,1,0,1,0,1,NA,0,1,4,2,0,0
Lebanon,2,3,1,0,0,0,0,0,1,NA,1,1,4,1,1,0
Lebanon,2,3,1,0,1,1,1,0,1,NA,0,0,3,2,0,0
Lebanon,2,2,1,0,1,1,0,0,1,NA,0,1,5,1,1,1
Lebanon,2,1,0,0,1,0,1,0,1,NA,0,1,5,2,1,1
Lebanon,2,4,1,1,1,1,1,0,1,NA,0,1,5,2,0,0
Lebanon,2,1,0,1,0,0,0,0,1,NA,0,1,4,1,0,0
Lebanon,2,1,0,1,0,0,0,0,1,NA,0,0,3,1,0,0
Lebanon,2,3,1,1,0,1,0,0,1,NA,1,1,3,1,1,1
Lebanon,2,2,1,1,0,1,1,0,1,NA,0,1,4,2,1,1
Lebanon,2,3,1,1,1,0,0,0,1,NA,0,1,,1,0,1
Lebanon,2,1,0,1,0,1,0,0,1,NA,0,0,4,1,0,0
Lebanon,2,3,1,1,1,1,1,0,1,NA,0,1,4,1,1,1
Lebanon,2,4,1,1,1,0,0,0,1,NA,0,1,4,1,0,0
Lebanon,2,2,1,1,1,0,0,0,1,NA,0,1,3,1,1,1
Lebanon,2,4,1,1,1,0,0,1,1,NA,0,1,5,1,1,1
Lebanon,2,1,0,1,1,1,1,0,1,NA,0,1,3,1,1,0
Lebanon,2,1,0,1,1,1,1,0,1,NA,0,1,3,1,1,0
Lebanon,2,3,1,1,0,0,0,0,1,NA,0,0,3,2,0,0
Lebanon,2,2,1,0,0,1,0,0,1,NA,1,1,3,2,1,1
Lebanon,2,3,1,0,1,0,0,0,1,NA,0,0,3,1,1,0
Lebanon,2,4,1,1,1,1,1,0,1,NA,0,0,2,1,1,1
Lebanon,2,3,1,1,0,1,1,1,1,NA,0,0,3,2,0,0
Lebanon,2,1,0,1,1,1,1,0,1,NA,0,0,4,2,1,1
Lebanon,2,3,1,1,1,1,1,1,1,NA,1,1,5,2,1,1
Lebanon,2,3,1,1,1,0,0,0,1,NA,0,1,4,1,1,1
Lebanon,2,3,1,1,0,1,1,0,1,NA,0,1,2,1,0,1
Lebanon,2,2,1,1,1,1,0,0,1,NA,0,0,5,2,1,0
Lebanon,2,3,1,1,1,1,1,0,1,NA,0,0,5,2,1,0
Lebanon,2,2,1,1,0,1,0,0,1,NA,0,1,4,2,0,1
Lebanon,2,2,1,1,1,1,1,0,1,NA,0,1,3,2,1,1
Lebanon,2,3,1,1,1,1,1,0,1,NA,0,1,5,1,0,0
Lebanon,2,3,1,1,0,1,1,0,1,NA,0,1,4,1,1,0
Lebanon,2,2,1,0,1,1,1,0,1,NA,0,0,2,1,1,0
Lebanon,2,2,1,0,1,1,1,1,1,NA,0,1,5,1,1,1
Lebanon,2,1,0,1,0,1,1,0,1,NA,0,1,5,1,1,1
Lebanon,2,4,1,1,1,1,1,0,1,NA,0,1,4,1,1,0
Lebanon,2,2,1,1,1,1,0,0,1,NA,0,1,5,1,0,0
Lebanon,2,3,1,1,0,1,0,0,1,NA,0,0,5,1,0,1
Lebanon,2,3,1,1,1,1,1,0,1,NA,0,1,7,1,1,1
Lebanon,2,3,1,1,1,1,1,0,1,NA,0,1,5,1,0,0
Lebanon,2,1,0,1,1,1,0,0,1,NA,0,1,4,2,1,1
Lebanon,2,1,0,1,1,,0,0,1,NA,1,1,4,1,0,1
Lebanon,2,3,1,1,1,1,1,1,1,NA,0,1,4,1,1,1
Lebanon,2,2,1,1,0,1,1,0,1,NA,0,1,3,2,0,0
Lebanon,2,1,0,1,1,0,1,1,1,NA,0,1,6,1,1,0
Lebanon,2,2,1,1,1,1,1,0,1,NA,0,1,4,2,1,1
Lebanon,2,2,1,1,0,1,1,0,1,NA,0,1,2,2,1,1
Lebanon,2,2,1,1,1,1,1,1,1,NA,0,1,7,1,1,1
Lebanon,2,4,1,0,1,0,0,0,1,NA,0,0,3,2,1,0
Maldives,,3,1,1,1,0,1,0,1,0,1,0,5,2,1,0
Maldives,,1,0,1,1,0,1,1,1,1,0,0,5,2,1,1
Maldives,,2,1,1,0,1,0,0,0,1,0,0,3,2,1,1
Maldives,,3,1,0,0,1,1,0,0,0,0,0,5,1,0,0
Maldives,,3,1,0,1,1,1,0,1,0,0,0,3,2,1,1
Maldives,,2,1,1,1,1,1,0,0,1,0,,5,1,0,0
Maldives,,1,0,0,0,1,1,0,0,0,,0,3,2,1,
Maldives,,1,0,0,1,0,1,0,1,0,0,0,3,2,1,1
Maldives,,3,1,0,1,0,0,1,1,1,0,0,5,1,1,1
Maldives,,3,1,1,1,1,1,1,1,1,0,1,3,2,1,1
Maldives,,2,1,1,0,1,0,1,1,1,0,0,,1,1,0
Maldives,,2,1,1,0,0,1,0,1,1,0,0,5,1,1,1
Maldives,,3,1,0,1,1,1,0,1,0,0,0,5,2,1,1
Myanmar,,3,1,1,1,1,1,0,1,1,0,1,4,1,1,0
Myanmar,,1,0,0,1,1,1,0,0,0,0,1,4,1,0,1
Myanmar,,3,1,0,1,0,0,1,1,0,1,0,5,1,1,0
Myanmar,,1,0,1,1,0,1,1,0,0,1,0,4,1,1,1
Myanmar,,1,0,0,1,1,1,0,1,0,1,1,3,1,1,1
Myanmar,,3,1,,1,0,0,0,1,1,1,0,3,2,0,0
Myanmar,,3,1,0,0,0,0,0,1,1,0,0,4,1,1,0
Myanmar,,5,NA,0,1,1,0,0,1,1,0,1,3,1,1,0
Myanmar,,3,1,1,0,1,1,0,1,0,0,0,4,1,1,0
Myanmar,,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0
Myanmar,,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1
Myanmar,,4,1,1,0,0,1,1,1,1,1,1,5,1,1,1
Myanmar,,1,0,1,1,0,1,0,1,1,0,1,6,1,1,1
Myanmar,,1,0,0,0,0,0,0,1,1,0,1,5,1,1,1
Myanmar,,3,1,0,1,1,1,0,0,0,0,0,4,1,1,0
Myanmar,,1,0,0,0,0,0,1,1,0,0,0,5,1,1,1
Myanmar,,1,0,0,1,0,1,0,1,0,0,0,5,1,1,0
Myanmar,,1,0,0,1,0,0,0,1,1,0,1,4,1,1,1
Myanmar,,3,1,0,0,1,0,0,1,0,0,1,4,1,1,1
Myanmar,,3,1,1,0,1,1,0,1,0,0,0,4,1,0,1
Myanmar,,1,0,1,0,0,0,0,1,0,1,1,4,2,1,1
Myanmar,,1,0,0,1,0,0,0,1,1,0,0,4,1,1,1
Myanmar,,1,0,0,1,0,0,0,1,0,1,1,4,1,1,0
Myanmar,,3,1,0,0,0,0,0,0,0,0,0,6,2,1,1
Myanmar,,3,1,1,0,0,0,0,0,1,0,1,6,2,1,0
Myanmar,,2,1,0,0,1,0,0,0,0,0,1,5,1,1,1
Myanmar,,1,0,1,1,0,0,0,1,0,0,1,4,2,1,0
Myanmar,,3,1,1,1,1,0,0,1,1,0,1,6,2,1,1
Myanmar,,1,0,1,1,1,0,0,1,1,0,1,6,2,1,1
Myanmar,,5,NA,0,0,0,0,1,1,1,0,0,5,2,1,1
Myanmar,,1,0,1,1,0,1,0,1,0,0,0,5,1,1,1
Myanmar,,1,0,1,1,0,1,0,1,0,0,1,5,1,1,1
Myanmar,,1,0,1,0,1,0,0,0,0,0,1,2,2,1,0
Myanmar,,3,1,0,0,0,0,0,1,1,0,0,2,1,0,0
Myanmar,,1,0,1,0,0,0,0,1,1,0,1,6,2,1,1
Myanmar,,3,1,1,1,0,0,0,1,0,0,1,7,2,1,1
Myanmar,,2,1,1,1,1,1,1,1,1,1,1,7,1,1,0
Myanmar,,3,1,1,1,0,0,0,1,1,0,0,6,1,1,0
Myanmar,,1,0,0,0,0,1,0,1,1,0,0,3,1,1,0
Myanmar,,3,1,0,1,1,0,0,1,0,0,0,2,2,1,1
Myanmar,,2,1,0,0,0,0,0,1,1,0,0,4,1,1,0
Myanmar,,1,0,0,1,0,0,0,1,0,0,1,6,2,1,0
Myanmar,,4,1,0,1,1,1,0,1,1,0,0,6,1,1,1
Myanmar,,1,0,0,0,0,0,0,1,NA,,0,6,2,1,1
Myanmar,,1,0,0,0,0,0,0,1,0,0,0,6,2,0,1
Myanmar,,1,0,1,0,1,0,1,1,1,1,1,2,1,1,1
Myanmar,,3,1,0,0,0,0,0,1,1,0,1,5,1,1,0
Myanmar,,3,1,0,0,0,0,0,1,0,0,1,3,1,1,0
Myanmar,,3,1,1,0,1,1,0,1,0,0,0,3,2,1,1
Myanmar,,3,1,1,0,1,1,0,1,0,0,0,3,2,1,1
Myanmar,,3,1,1,0,1,1,0,1,0,0,0,3,2,1,1
Myanmar,,3,1,1,0,1,1,0,1,0,0,0,3,2,1,1
Myanmar,,3,1,1,0,1,1,0,1,0,0,0,3,1,1,1
Myanmar,,3,1,0,0,1,0,0,0,0,0,0,5,1,1,1
Myanmar,,1,0,1,0,0,0,0,1,1,0,1,6,2,1,1
Myanmar,,3,1,1,0,0,0,0,1,1,0,1,5,1,1,1
Myanmar,,1,0,0,1,0,0,0,1,1,0,1,3,1,1,1
Myanmar,,3,1,0,1,0,0,0,1,1,0,1,4,1,1,1
Myanmar,,1,0,1,0,0,0,0,1,0,0,1,3,2,1,1
Myanmar,,1,0,1,0,0,0,0,1,0,0,1,3,1,1,0
Myanmar,,1,0,0,0,0,0,0,1,0,0,0,3,2,0,1
Myanmar,,1,0,0,0,0,0,0,1,0,0,1,2,2,0,1
Myanmar,,3,1,0,0,0,0,0,1,1,0,0,4,2,1,1
Myanmar,,3,1,1,0,1,1,0,1,1,0,1,3,2,1,1
Myanmar,,1,0,0,1,0,0,0,1,1,0,0,5,2,1,1
Myanmar,,1,0,0,1,0,1,0,1,1,0,1,4,2,1,1
Myanmar,,1,0,1,1,1,1,0,1,1,1,0,3,1,1,1
Myanmar,,1,0,1,1,1,1,0,1,1,1,0,3,1,1,1
Myanmar,,1,0,1,1,1,1,0,1,1,1,0,3,1,1,1
Myanmar,,1,0,1,1,1,1,0,1,1,1,0,3,1,1,1
Myanmar,,1,0,1,1,1,1,0,1,1,1,0,3,1,1,1
Myanmar,,1,0,1,1,1,1,0,1,1,1,0,3,1,1,1
Myanmar,,1,0,1,1,1,1,0,1,1,1,0,3,1,1,1
Myanmar,,1,0,1,1,1,1,0,1,1,1,0,3,2,1,1
Myanmar,,1,0,1,1,1,1,0,1,1,1,0,3,2,1,1
Myanmar,,1,0,1,1,1,1,0,1,1,1,0,3,2,1,1
Myanmar,,5,NA,1,0,0,1,0,0,0,0,1,3,1,1,1
Nepal,1,,NA,1,0,0,0,0,1,1,0,1,2,1,0,1
Nepal,1,1,0,0,0,0,0,0,1,1,0,1,2,1,0,1
Nepal,1,1,0,0,1,1,1,1,1,0,0,1,6,1,1,1
Nepal,1,1,0,0,0,0,0,0,1,1,0,1,4,1,1,1
Nepal,1,3,1,1,1,1,0,0,1,0,0,1,5,1,1,1
Nepal,1,3,1,0,1,0,0,0,1,1,0,1,6,1,1,1
Nepal,1,3,1,1,1,1,1,0,1,1,1,1,4,1,1,1
Nepal,1,2,1,0,1,1,1,0,1,1,0,0,7,1,1,1
Nepal,1,3,1,1,1,1,1,0,1,0,0,1,5,1,1,1
Nepal,1,5,NA,1,1,1,1,0,1,1,0,0,6,1,1,1
Nepal,1,1,0,0,0,0,0,0,1,1,0,1,6,1,1,1
Nepal,1,2,1,0,1,0,1,0,1,1,1,1,5,1,1,1
Nepal,1,1,0,1,0,0,0,0,1,1,0,0,6,2,1,1
Nepal,1,1,0,1,0,0,0,0,1,1,0,0,6,2,1,1
Nepal,1,1,0,0,1,1,1,0,0,1,0,1,6,2,1,0
Nepal,1,1,0,1,0,0,0,0,1,0,0,1,4,2,1,1
Nepal,1,1,0,1,1,0,0,1,1,0,0,0,4,1,1,1
Nepal,1,1,0,0,1,0,1,0,1,1,0,1,4,1,1,1
Nepal,1,1,0,1,1,0,1,0,1,0,1,1,6,1,0,1
Nepal,1,1,0,1,0,0,1,0,1,0,0,0,4,2,1,0
Nepal,1,1,0,1,1,0,1,0,1,0,0,1,4,2,1,1
Nepal,1,1,0,0,0,0,1,0,1,1,0,1,5,2,1,1
Nepal,1,1,0,1,0,0,0,1,1,0,0,1,4,2,1,0
Nepal,1,3,1,1,1,0,0,0,1,1,0,1,4,1,1,1
Nepal,1,1,0,1,0,1,1,0,1,0,0,1,6,2,1,1
Nepal,1,2,1,1,0,1,0,0,1,1,1,1,6,2,1,1
Nepal,1,3,1,1,0,0,0,0,1,1,0,1,7,1,1,1
Nepal,1,1,0,0,0,0,1,0,1,1,0,1,1,2,0,1
Nepal,1,1,0,1,0,0,0,0,1,0,0,1,2,2,1,1
Nepal,1,2,1,0,0,0,0,0,0,1,0,1,7,2,1,1
Nepal,1,2,1,1,0,0,0,0,0,0,0,0,6,2,0,0
Nepal,1,1,0,1,0,0,0,0,1,1,0,1,6,1,1,1
Nepal,1,3,1,0,1,1,1,0,1,1,0,1,4,1,1,1
Nepal,1,1,0,1,1,0,0,0,1,1,0,1,7,1,1,1
Nepal,1,1,0,1,1,0,1,0,1,1,0,0,4,1,1,1
Nepal,1,3,1,0,1,1,1,0,1,0,0,1,6,2,1,1
Nepal,1,1,0,0,1,0,0,0,1,1,0,1,5,1,1,1
Nepal,1,3,1,0,1,1,0,0,1,1,0,1,7,1,1,1
Nepal,1,4,1,0,1,1,0,0,1,1,0,1,6,1,1,1
Nepal,1,4,1,,1,1,1,0,1,1,1,1,5,1,1,1
Nepal,1,4,1,0,1,1,0,0,1,1,0,1,6,1,1,1
Nepal,1,3,1,0,0,1,1,0,1,1,0,1,6,2,1,1
Nepal,1,5,NA,0,0,0,0,0,1,1,0,1,7,2,1,1
Nepal,1,1,0,1,1,0,1,0,1,1,0,1,5,2,1,0
Nepal,1,1,0,1,0,0,0,0,1,0,0,1,1,2,1,0
Nepal,1,3,1,1,1,1,1,,1,1,1,1,4,2,1,1
Nepal,1,1,0,0,0,0,0,0,1,0,0,1,3,2,1,0
Nepal,1,3,1,0,0,0,0,0,1,0,0,1,3,2,1,0
Nepal,1,2,1,1,1,1,0,0,1,1,0,1,3,1,1,1
Nepal,1,2,1,1,1,1,0,0,1,1,0,1,3,1,1,1
Nepal,1,3,1,1,1,1,1,0,0,0,0,1,3,1,1,1
Nepal,1,1,0,0,1,0,1,0,1,1,0,0,3,1,1,0
Nepal,1,1,0,0,0,0,1,0,1,1,1,0,3,2,0,1
Nepal,1,3,1,0,1,0,1,1,1,1,0,0,5,2,1,1
Nepal,1,3,1,0,1,1,1,0,1,1,0,1,5,2,1,1
Nepal,1,4,1,1,0,1,0,0,1,1,0,1,3,2,1,0
Nepal,1,3,1,1,0,1,0,1,1,1,0,1,6,2,1,1
Nepal,1,3,1,1,0,0,0,0,1,0,0,1,6,1,1,1
Nepal,1,3,1,0,1,1,1,0,1,1,1,1,5,1,1,1
Nepal,1,2,1,0,0,1,1,0,1,0,0,0,3,1,1,0
Nepal,1,1,0,1,1,1,1,0,1,0,0,1,6,2,1,0
Nepal,1,3,1,0,0,0,0,0,1,1,0,0,5,1,1,1
Nepal,1,3,1,1,0,1,1,0,1,1,0,0,6,2,1,1
Nepal,1,3,1,1,0,1,1,0,1,1,0,1,5,2,1,1
Nepal,1,3,1,1,0,1,0,0,1,1,0,1,6,2,1,1
Nepal,1,4,1,1,0,1,0,0,1,1,0,1,6,2,1,1
Nepal,1,1,0,0,0,1,1,0,1,0,0,1,4,2,1,0
St.Lucia,,1,0,1,0,0,0,0,1,1,1,1,1,2,0,1
St.Lucia,,1,0,,0,0,0,,1,1,,0,3,1,0,
St.Lucia,,1,0,1,0,0,1,0,0,1,0,1,3,1,1,1
St.Lucia,,3,1,1,1,1,1,0,0,0,0,1,4,1,0,1
St.Lucia,,3,1,0,1,1,1,0,1,1,0,1,4,1,1,1
St.Lucia,,1,0,1,0,0,0,0,1,0,0,1,3,1,0,0
St.Lucia,,1,0,1,0,0,1,0,1,0,0,0,3,1,0,0
St.Lucia,,1,0,1,0,0,0,0,0,0,0,1,3,1,0,1
St.Lucia,,3,1,1,0,1,0,0,0,0,0,1,4,1,1,0
St.Lucia,,1,0,1,0,0,1,0,1,0,0,1,5,1,1,1
St.Lucia,,,NA,0,1,0,0,0,1,1,0,1,4,1,0,1
St.Lucia,,,NA,1,1,0,1,0,1,0,0,1,4,1,0,1
St.Lucia,,1,0,1,1,0,1,0,0,0,0,0,4,1,0,0
St.Lucia,,,NA,1,0,1,1,0,0,0,0,0,4,1,0,0
St.Lucia,,3,1,1,1,1,1,0,1,1,0,0,4,2,1,1
St.Lucia,,3,1,0,1,0,1,0,1,0,0,0,4,2,0,1
St.Lucia,,,NA,0,1,1,1,0,1,0,0,0,4,2,1,1
St.Lucia,,,NA,0,1,0,1,0,0,0,0,1,4,2,0,0
St.Lucia,,,NA,0,1,1,1,0,1,1,0,0,6,1,1,1
St.Lucia,,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0
St.Lucia,,3,1,1,0,1,0,0,0,0,0,1,5,2,0,0
St.Lucia,,,NA,0,1,0,0,0,0,0,0,1,4,1,1,1
St.Lucia,,3,1,1,1,1,1,1,1,1,1,1,6,2,1,1
St.Lucia,,3,1,0,0,1,1,1,1,0,0,0,5,2,1,1
St.Lucia,,1,0,1,1,0,1,1,1,0,0,1,6,2,1,1
St.Lucia,,1,0,0,0,0,0,0,0,1,0,0,4,2,0,1
St.Lucia,,3,1,0,0,0,1,0,1,0,0,0,4,2,1,1
St.Lucia,,3,1,1,1,0,1,1,1,1,0,1,4,2,1,1
St.Lucia,,,NA,0,0,1,1,0,1,0,0,1,4,2,1,1
St.Lucia,,3,1,0,1,0,0,0,0,0,0,1,5,2,0,0
St.Lucia,,1,0,1,1,0,1,0,0,0,0,0,6,2,0,1
St.Lucia,,1,0,0,1,0,0,0,0,0,0,0,6,2,1,1
St.Lucia,,1,0,0,0,0,0,0,1,0,0,1,6,2,0,1
St.Lucia,,1,0,0,0,0,0,0,1,0,0,0,6,2,0,0
St.Lucia,,1,0,1,0,0,1,0,1,0,0,0,6,2,1,0
St.Lucia,,3,1,0,1,0,1,0,0,0,0,0,,,0,0
St.Lucia,,,NA,0,1,0,1,0,1,1,0,1,4,2,1,1
St.Lucia,,1,0,1,0,1,1,0,1,1,0,0,4,2,0,1
St.Lucia,,1,0,1,1,0,0,1,1,0,0,0,5,2,0,1
St.Lucia,,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0
St.Lucia,,1,0,1,0,0,0,0,1,0,0,1,6,,1,1
St.Lucia,,1,0,0,0,1,0,0,1,1,0,1,4,2,1,1
St.Lucia,,1,0,1,1,0,1,0,0,0,0,1,5,2,0,0
St.Lucia,,1,0,0,0,0,1,0,1,1,,0,2,2,1,1
St.Lucia,,1,0,0,0,0,0,0,0,NA,,,,,1,1
St.Lucia,,3,1,1,1,0,1,0,1,1,0,1,6,1,1,1
St.Lucia,,,NA,1,0,0,1,0,1,0,0,0,,1,0,1
St.Lucia,,,NA,1,1,0,0,0,0,0,0,0,5,2,1,1
St.Lucia,,,NA,0,1,0,1,0,1,0,0,0,4,1,1,0
St.Lucia,,5,NA,0,1,1,1,0,1,0,0,0,5,2,0,0
St.Lucia,,3,1,0,0,1,0,0,1,0,0,0,3,1,0,0
St.Lucia,,4,1,0,1,0,0,0,0,0,0,1,5,2,0,1
St.Vincent,,1,0,1,0,1,0,0,1,1,,1,3,1,1,1
St.Vincent,,1,0,1,0,0,1,0,1,0,0,1,4,1,1,1
St.Vincent,,1,0,1,1,1,1,,1,1,0,1,5,1,1,0
St.Vincent,,1,0,0,0,0,1,1,1,0,0,1,4,1,1,0
St.Vincent,,1,0,1,1,0,0,0,1,0,0,1,4,1,1,1
St.Vincent,,5,NA,1,1,1,1,0,0,0,0,1,4,1,0,0
St.Vincent,,1,0,0,1,1,1,0,1,0,0,1,3,2,1,0
St.Vincent,,1,0,1,0,0,0,0,1,1,0,1,3,1,1,1
St.Vincent,,1,0,1,1,0,1,0,1,0,0,1,3,2,1,0
St.Vincent,,1,0,0,0,0,1,0,1,1,0,0,2,1,1,1
St.Vincent,,1,0,1,1,1,1,0,1,1,0,1,3,1,1,1
St.Vincent,,1,0,0,0,0,1,0,1,1,0,1,3,2,1,1
St.Vincent,,,NA,1,1,1,0,0,1,0,0,1,4,2,0,0
St.Vincent,,3,1,1,1,1,1,0,1,1,1,0,,2,1,1
St.Vincent,,3,1,0,0,1,1,0,1,1,1,1,4,2,1,1
St.Vincent,,3,1,0,0,1,1,0,1,1,0,0,4,1,0,1
St.Vincent,,5,NA,1,1,1,1,0,1,1,0,1,5,1,1,1
St.Vincent,,1,0,0,0,0,1,0,1,0,0,0,3,2,0,1
St.Vincent,,5,NA,0,0,1,1,0,1,0,1,1,4,2,1,1
St.Vincent,,1,0,0,0,0,1,0,0,0,0,0,3,2,0,0
St.Vincent,,1,0,0,1,0,1,0,1,0,0,1,4,2,1,1
St.Vincent,,4,1,0,1,0,1,0,1,1,0,1,4,1,0,0
St.Vincent,,2,1,,0,0,0,0,0,0,0,0,5,1,0,0
St.Vincent,,1,0,1,1,1,1,0,1,0,0,1,5,1,0,1
St.Vincent,,1,0,1,1,0,1,0,1,1,0,1,6,2,1,0
St.Vincent,,1,0,0,0,0,1,0,1,0,0,0,2,2,1,0
St.Vincent,,1,0,0,1,1,1,0,0,0,0,0,3,2,0,0
St.Vincent,,1,0,0,0,0,0,0,0,0,0,1,3,2,0,0
St.Vincent,,3,1,0,1,0,1,0,1,0,0,0,3,2,0,0
St.Vincent,,1,0,0,1,0,0,0,1,1,0,0,3,1,0,0
St.Vincent,,1,0,1,1,1,1,0,1,1,0,1,4,1,1,0
St.Vincent,,3,1,0,1,0,1,0,1,1,0,1,,,0,1
St.Vincent,,1,0,1,0,1,1,0,1,0,1,1,4,1,1,1
St.Vincent,,3,1,1,1,0,0,0,1,0,0,,,,1,0
St.Vincent,,3,1,1,0,0,0,0,1,0,0,1,4,1,1,1
St.Vincent,,1,0,0,0,0,1,1,1,0,0,1,5,2,1,0
St.Vincent,,1,0,1,1,1,1,0,1,1,1,1,3,1,1,1
St.Vincent,,1,0,1,1,0,1,1,1,1,0,1,4,2,1,1
St.Vincent,,3,1,0,0,0,1,1,1,1,,1,1,2,1,1
St.Vincent,,3,1,1,0,1,1,0,1,1,0,1,5,2,1,1
St.Vincent,,3,1,0,0,0,1,0,1,0,0,1,5,1,1,0
St.Vincent,,1,0,0,1,0,0,0,0,0,0,1,3,1,0,0
St.Vincent,,1,0,0,1,0,0,0,1,1,0,0,3,1,1,0
St.Vincent,,1,0,1,1,0,1,0,1,0,0,0,4,1,1,0
St.Vincent,,1,0,1,1,0,1,0,0,0,0,1,4,2,1,1
St.Vincent,,1,0,0,1,1,1,0,1,1,0,,,,0,1
St.Vincent,,1,0,0,1,1,0,0,1,0,0,0,4,1,1,0
Slovenia,2,1,0,1,1,0,,1,0,0,0,1,5,2,1,0
Slovenia,2,1,0,1,1,0,,0,1,0,0,1,5,2,1,0
Slovenia,2,4,1,1,1,0,,0,1,0,0,1,5,2,1,1
Slovenia,2,2,1,1,1,,,0,1,1,0,1,5,2,1,1
Slovenia,2,1,0,0,1,0,,0,0,0,0,1,5,1,1,0
Slovenia,2,1,0,1,1,0,,0,0,0,0,1,5,2,0,1
Slovenia,2,3,1,1,1,1,,0,1,1,0,1,5,2,1,1
Slovenia,2,4,1,0,1,1,,0,1,1,0,1,6,2,1,1
Slovenia,2,1,0,0,1,0,,0,1,0,0,1,5,2,1,0
Slovenia,2,1,0,1,1,0,,0,1,1,0,1,6,2,1,0
Slovenia,2,1,0,1,0,0,,0,0,0,0,1,5,2,1,1
Slovenia,2,1,0,1,0,0,,0,1,1,0,1,5,2,1,0
Slovenia,2,2,1,1,1,1,,0,1,0,0,1,7,2,1,1
Slovenia,2,1,0,0,1,0,,0,0,1,0,1,6,2,1,1
Slovenia,2,4,1,0,0,1,,0,1,0,0,0,6,2,0,0
Slovenia,2,1,0,1,1,0,,0,1,0,0,1,5,2,1,0
Slovenia,2,1,0,0,1,0,,0,1,0,0,0,5,2,1,0
Slovenia,2,1,0,1,0,0,,0,0,0,0,1,5,2,1,0
Slovenia,2,3,1,0,1,1,,0,1,NA,0,1,5,2,1,0
Slovenia,2,1,0,0,1,0,,0,1,1,,0,1,2,1,1
Slovenia,2,1,0,1,1,0,,0,1,1,0,1,6,1,1,1
Slovenia,2,1,0,1,1,0,,0,1,1,0,1,5,2,1,0
Slovenia,2,3,1,1,1,1,,0,1,1,0,1,5,2,1,1
Slovenia,2,1,0,1,1,0,,0,1,0,0,0,5,1,1,0
Slovenia,2,1,0,0,0,0,,0,0,0,0,0,4,1,0,0
Slovenia,2,3,1,1,1,1,,0,1,1,0,1,4,2,1,1
Slovenia,2,3,1,1,0,1,,0,0,0,0,1,4,1,1,1
Slovenia,2,2,1,0,1,1,,0,1,1,,1,5,2,1,1
Slovenia,2,4,1,1,1,1,,0,0,0,0,1,6,1,1,1
Slovenia,2,4,1,0,1,1,,0,0,1,0,1,5,2,1,1
Slovenia,2,2,1,0,0,1,,0,1,1,0,1,5,2,0,1
Slovenia,2,2,1,1,0,1,,0,0,0,0,0,5,1,1,0
Slovenia,2,1,0,1,0,0,,0,1,0,0,1,6,2,0,0
Slovenia,2,1,0,0,1,0,,0,0,0,0,1,5,2,0,0
Slovenia,2,3,1,1,0,1,,0,1,1,0,1,4,1,1,1
Slovenia,2,1,0,0,0,0,,0,0,0,0,0,4,1,1,0
Slovenia,2,3,1,0,0,0,,0,1,0,0,1,3,1,1,1
Slovenia,2,2,1,0,1,0,,0,1,0,0,1,4,1,1,0
Slovenia,2,3,1,1,1,1,,0,0,0,0,1,4,2,1,0
Slovenia,2,1,0,0,1,0,,0,1,1,0,0,5,1,1,1
